"","Domain","Phylum","Class","Order","Family","Genus","OTU.rep"
"OTU3888","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","AM269904.1.1416"
"OTU3442","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","GQ984355.1.1500"
"OTU4226","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","EU781522.1.1468"
"OTU3922","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","HM593102.1.1447"
"OTU811","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Deep 1","","AY726957.1.1217"
"OTU4249","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","FJ193732.1.1447"
"OTU1657","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","DQ490980.1.1469"
"OTU1973","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","AAQG01000006.168651.170147"
"OTU2453","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","AY833570.1.1506"
"OTU2087","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Aurantimonadaceae","Martelella","GU086202.1.1390"
"OTU2310","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Aurantimonadaceae","Martelella","HM800924.1.1495"
"OTU2787","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","CU927082.1.1339"
"OTU2655","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Gramella","JF421212.1.1492"
"OTU3017","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Croceicoccus","FJ497684.1.1292"
"OTU3191","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","GQ246711.1.1430"
"OTU3291","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","HM127167.1.1409"
"OTU1872","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","DQ396194.1.1479"
"OTU1862","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","uncultured","EU488272.1.1451"
"OTU1745","Archaea","Thaumarchaeota","Marine Group I","","","","JQ221004.1.915"
"OTU2573","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Henriciella","DQ395891.1.1449"
"OTU3484","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","AY162103.1.1337"
"OTU2078","Archaea","Thaumarchaeota","Marine Group I","Order Incertae Sedis","Family Incertae Sedis","Candidatus Nitrosopumilus","FJ487498.1.1367"
"OTU3557","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","AM158907.1.1450"
"OTU1533","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax","GQ153640.1.1499"
"OTU3946","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","JQ839690.1.1433"
"OTU1576","Archaea","Thaumarchaeota","F9P122000-Arc-2-E02","","","","JQ221038.1.914"
"OTU600","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Prochlorococcus","AF115271.1.1404"
"OTU389","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured","EU802383.1.1451"
"OTU285","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","","","KC003249.1.1324"
"OTU334","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A clade","","","EU802438.1.1489"
"OTU2742","Bacteria","Cyanobacteria","Chloroplast","","","","JN625666.1.1390"
"OTU2340","Bacteria","Cyanobacteria","Chloroplast","","","","FJ826251.1.1219"
"OTU1489","Bacteria","Cyanobacteria","Chloroplast","","","","FJ826265.1.1219"
"OTU2949","Bacteria","Cyanobacteria","Chloroplast","","","","EU799354.1.1454"
"OTU3554","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","OM182 clade","","AY627382.1.1532"
"OTU2806","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Polaribacter","EU394574.1.1482"
"OTU2234","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","uncultured","FO117592.36865.38380"
"OTU4732","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured","FQ032814.11137.12652"
"OTU1964","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","EU544719.1.1435"
"OTU2948","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Formosa","JN233006.1.1447"
"OTU817","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Loktanella","FJ825835.1.1428"
"OTU3258","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","OM60(NOR5) clade","DQ009135.1.2271"
"OTU1840","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter clade NAC11-7 lineage","HM057668.1.1437"
"OTU2304","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","JN591884.1.1486"
"OTU2336","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","uncultured","GQ349827.1.1370"
"OTU1710","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter clade NAC11-7 lineage","FR683792.1.1427"
"OTU925","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","JL-ETNP-Y6","","GQ347814.1.1378"
"OTU1107","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","NS4 marine group","FJ826119.1.1472"
"OTU5096","Bacteria","Cyanobacteria","Chloroplast","","","","EF508371.19577.21067"
"OTU2811","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter clade AS-21 lineage","HM057673.1.1435"
"OTU965","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","FR683452.1.1468"
"OTU1098","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","NS2b marine group","AACY020458788.943.2444"
"OTU3504","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseibacillus","DQ395511.1.1537"
"OTU4109","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Formosa","GU230416.1.1482"
"OTU2165","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter clade NAC11-7 lineage","FJ826110.1.1441"
"OTU2718","Bacteria","Cyanobacteria","Chloroplast","","","","FJ612150.1.1429"
"OTU4709","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","uncultured","GQ347704.1.1365"
"OTU3282","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodobiaceae","Rhodobium","GQ274099.1.1475"
"OTU1986","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter clade NAC11-7 lineage","JX015618.1.1426"
"OTU2643","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured","EU799400.1.1445"
"OTU2423","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Ulvibacter","GQ349579.1.1379"
"OTU991","Bacteria","Cyanobacteria","Chloroplast","","","","EF574575.1.1450"
"OTU3680","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","OM182 clade","","EU800017.1.1503"
"OTU2991","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","ZD0405","","GQ347003.1.1383"
"OTU1927","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Cryomorphaceae","Owenweeksia","FJ825947.1.1482"
"OTU2266","Bacteria","Cyanobacteria","Chloroplast","","","","GU940745.1.1323"
"OTU2345","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Formosa","JN976225.1.1443"
"OTU1128","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","FR684554.1.1426"
"OTU2667","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","JN832934.1.1425"
"OTU5276","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter clade DC5-80-3 lineage","JF451310.1.1444"
"OTU1375","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Ulvibacter","EU795239.16117.17616"
"OTU604","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","EU799981.1.1461"
"OTU1913","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Cryomorphaceae","NS10 marine group","FQ032815.3262.4778"
"OTU1524","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","SAR92 clade","EU799832.1.1497"
"OTU1563","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Ulvibacter","FR686064.1.1480"
"OTU5312","Bacteria","Cyanobacteria","Chloroplast","","","","AB294341.1.1415"
"OTU411","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","EU544748.1.1454"
"OTU1258","Bacteria","Cyanobacteria","Chloroplast","","","","HQ672210.1.1440"
"OTU2346","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter clade OCT lineage","HQ242201.1.1427"
"OTU2371","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter clade DC5-80-3 lineage","FR686054.1.1414"
"OTU638","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Cryomorphaceae","Owenweeksia","EF645948.1.1485"
"OTU668","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","FR683683.1.1457"
"OTU1675","Bacteria","Cyanobacteria","Chloroplast","","","","EF575192.1.1449"
"OTU1749","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","SAR92 clade","FJ826169.1.1468"
"OTU3479","Bacteria","Cyanobacteria","Chloroplast","","","","U70724.1.1482"
"OTU1478","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","JL-ETNP-Y6","","FJ825854.1.1399"
"OTU2072","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","","","FR684035.1.1485"
"OTU2976","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Formosa","JQ678522.1.1510"
"OTU3217","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","NS11-12 marine group","","FQ032816.6456.7971"
"OTU1456","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","FR684215.1.1469"
"OTU2065","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter clade OCT lineage","GQ347996.1.1307"
"OTU2821","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter clade NAC11-7 lineage","FJ826087.1.1421"
"OTU3993","Bacteria","Cyanobacteria","ML635J-21","","","","FJ826302.1.1489"
"OTU2706","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","OM182 clade","","EU800056.1.1505"
"OTU3736","Bacteria","Cyanobacteria","Chloroplast","","","","EU799970.1.1467"
"OTU820","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","FR683711.1.1469"
"OTU1048","Bacteria","Cyanobacteria","Chloroplast","","","","GQ231541.1.1478"
"OTU1103","Bacteria","Cyanobacteria","Chloroplast","","","","HQ671986.1.1448"
"OTU875","Bacteria","Cyanobacteria","Chloroplast","","","","HQ672170.1.1447"
"OTU1166","Bacteria","Cyanobacteria","Chloroplast","","","","EF574811.1.1451"
"OTU629","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","","","HQ673821.1.1249"
"OTU1242","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","uncultured","","HQ672763.1.1478"
"OTU1235","Bacteria","Proteobacteria","Gammaproteobacteria","Order Incertae Sedis","Family Incertae Sedis","Arenicella","HQ674256.1.1502"
"OTU1129","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","HQ673071.1.1436"
"OTU807","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Deep 1","","HQ674077.1.1446"
"OTU1391","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","SAR406 clade(Marine group A)","","HQ674118.1.1512"
"OTU1572","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996 marine group","","HQ672500.1.1485"
"OTU1803","Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26 marine group","","","HQ672671.1.1502"
"OTU367","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Deep 1","","HQ672830.1.1436"
"OTU475","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Deep 1","","HQ672273.1.1437"
"OTU1951","Bacteria","Cyanobacteria","Chloroplast","","","","HQ242623.1.1439"
"OTU1315","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324 clade(Marine group B)","","","EF573752.1.1474"
"OTU1280","Bacteria","Cyanobacteria","Chloroplast","","","","HQ671933.1.1447"
"OTU1124","Bacteria","Cyanobacteria","Chloroplast","","","","HQ672062.1.1463"
"OTU1586","Bacteria","Cyanobacteria","Chloroplast","","","","HQ672216.1.1434"
"OTU838","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Glaciecola","GU118928.1.1458"
"OTU2192","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Oceanobacter","FJ497402.1.1420"
"OTU2204","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Oceanobacter","DQ337006.1.1494"
"OTU1355","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","EF061422.1.1421"
"OTU2049","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","uncultured","HM569768.1.1484"
"OTU1669","Bacteria","Cyanobacteria","Chloroplast","","","","HQ672204.1.1459"
"OTU2067","Bacteria","Cyanobacteria","Chloroplast","","","","AY664169.1.1279"
"OTU1758","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","","GU941026.1.1315"
"OTU886","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","JN591984.1.1424"
"OTU2081","Bacteria","Cyanobacteria","Chloroplast","","","","EF574288.1.1436"
"OTU357","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","EU802696.1.1439"
"OTU3029","Bacteria","Candidate division OD1","","","","","AB193914.1.1558"
"OTU1655","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","AY576713.1.1487"
"OTU1878","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","JQ753117.1.1499"
"OTU4327","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Cryomorphaceae","Owenweeksia","EU236386.1.1368"
"OTU924","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","JX436383.1.1402"
"OTU1023","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","EF584092.1.1434"
"OTU1132","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","EU136629.1.1439"
"OTU1895","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","AY664275.1.1237"
"OTU4701","Bacteria","Candidate division OD1","","","","","AACY020292957.227.1544"
"OTU5555","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Cryomorphaceae","Brumimicrobium","FN994947.1.1357"
"OTU1257","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","AY345469.1.1433"
"OTU791","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","DQ492738.1.1429"
"OTU1654","Bacteria","Cyanobacteria","Chloroplast","","","","AY664138.1.1204"
"OTU751","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","SAR406 clade(Marine group A)","","EU805358.1.1525"
"OTU2260","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Herbiconiux","HQ166794.1.1343"
"OTU1936","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Rhodopirellula","JN166243.1.1480"
"OTU1681","Bacteria","Chloroflexi","SAR202 clade","","","","AY869680.1.1463"
"OTU2951","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Herbiconiux","FJ825783.1.1479"
"OTU1966","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Thalassospira","HM057728.1.1480"
"OTU1808","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","SAR406 clade(Marine group A)","","AF001653.1.1553"
"OTU1318","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27 clade","EF574353.1.1482"
"OTU2992","Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae","Pelagicoccus","KC001632.1.1388"
"OTU640","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","HQ671887.1.1246"
"OTU1851","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Marinobacter","JN874066.1.1482"
"OTU1618","Bacteria","Chloroflexi","SAR202 clade","","","","HQ674551.1.1463"
"OTU2219","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphomonas","JX047105.1.1421"
"OTU1691","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","uncultured","AY770963.1.1477"
"OTU1741","Bacteria","Chloroflexi","SAR202 clade","","","","GQ337267.1.1475"
"OTU1983","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","HQ166808.1.1359"
"OTU1336","Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26 marine group","","","HQ674261.1.1518"
"OTU1985","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","FJ169986.1.1505"
"OTU1204","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324 clade(Marine group B)","","","HQ673011.1.1478"
"OTU2870","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Marinobacter","JQ337874.1.1506"
"OTU2080","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","GQ921360.1.1497"
"OTU1415","Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26 marine group","","","HQ672585.1.1501"
"OTU1041","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","HQ674234.1.1446"
"OTU1467","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax","AB053126.1.1535"
"OTU2111","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospira","HQ674482.1.1462"
"OTU499","Bacteria","Cyanobacteria","Chloroplast","","","","EU237456.1.1310"
"OTU1605","Bacteria","Cyanobacteria","Chloroplast","","","","EF573851.1.1447"
"OTU1050","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Prochlorococcus","EF573979.1.1443"
"OTU968","Bacteria","Cyanobacteria","Chloroplast","","","","AACY020080403.492.1950"
"OTU1899","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","marine group","CP001842.3507.4983"
"OTU373","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured","EU802666.1.1436"
"OTU1765","Bacteria","Cyanobacteria","Chloroplast","","","","AY702176.1.1422"
"OTU2410","Bacteria","Cyanobacteria","Chloroplast","","","","GU941076.1.1291"
"OTU2717","Bacteria","Cyanobacteria","Chloroplast","","","","JX537830.1.1321"
"OTU2045","Bacteria","Cyanobacteria","Chloroplast","","","","GQ348575.1.1324"
"OTU1187","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","NS9 marine group","","EF572066.1.1488"
"OTU1037","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","JQ678482.1.1451"
"OTU1110","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","SAR406 clade(Marine group A)","","HQ672859.1.1508"
"OTU979","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Deep 1","","HQ672326.1.1437"
"OTU1016","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","","","HQ673396.1.1435"
"OTU1024","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Deep 1","","GQ377765.1.1255"
"OTU476","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SAR116 clade","","EU802815.1.1448"
"OTU468","Bacteria","Cyanobacteria","Chloroplast","","","","JN117275.38398.39880"
"OTU1679","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Formosa","FR683378.1.1485"
"OTU396","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","FR683618.1.1414"
"OTU436","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","HQ242546.1.1435"
"OTU1283","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","NS9 marine group","","EU795094.11172.12675"
"OTU650","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","FR684885.1.1494"
"OTU761","Bacteria","Cyanobacteria","Chloroplast","","","","GU235602.1.1346"
"OTU433","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","FR684960.1.1420"
"OTU525","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","NS9 marine group","","FN433409.1.1491"
"OTU469","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","HQ242379.1.1434"
"OTU2143","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","ZD0405","","DQ396337.1.1556"
"OTU537","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","EU799308.1.1374"
"OTU764","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","EU800224.1.1388"
"OTU320","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","SAR92 clade","FR683900.1.1492"
"OTU970","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Cryomorphaceae","Owenweeksia","FQ032803.11245.12758"
"OTU608","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","HQ672335.1.1435"
"OTU679","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","SAR92 clade","HQ242112.1.1485"
"OTU509","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","FR684247.1.1444"
"OTU2545","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","NS9 marine group","","GQ349627.1.1369"
"OTU2301","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","FR684766.1.1486"
"OTU2368","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","NS5 marine group","EU795244.966.2471"
"OTU1393","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","uncultured","EU800996.1.1423"
"OTU1531","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter clade DC5-80-3 lineage","JN177596.1.1444"
"OTU2179","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","JQ222974.1.1365"
"OTU1183","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","FR685247.1.1424"
"OTU747","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","ZD0405","","HQ163262.1.1344"
"OTU1397","Bacteria","Cyanobacteria","Chloroplast","","","","EU268108.1.1451"
"OTU1192","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","NS2b marine group","FR683443.1.1480"
"OTU1801","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","uncultured","FR685722.1.1484"
"OTU2159","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Cryomorphaceae","Owenweeksia","JN591877.1.1479"
"OTU498","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","FR685627.1.1379"
"OTU1327","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Cryomorphaceae","Owenweeksia","FJ825880.1.1478"
"OTU2363","Bacteria","Cyanobacteria","Chloroplast","","","","FJ456816.1.1475"
"OTU659","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","SAR92 clade","FR684049.1.1494"
"OTU1066","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","FR684614.1.1497"
"OTU871","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Balneatrix","GU235804.1.1382"
"OTU1085","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Balneatrix","EU544738.1.1465"
"OTU2132","Bacteria","Cyanobacteria","Chloroplast","","","","EU005678.1.1414"
"OTU1321","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Balneatrix","GU235809.1.1374"
"OTU1608","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","NS5 marine group","EU795252.9081.10590"
"OTU1709","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter clade DC5-80-3 lineage","JN177647.1.1439"
"OTU1900","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter clade DC5-80-3 lineage","GQ337292.1.1461"
"OTU1947","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter clade DC5-80-3 lineage","JN177592.1.1446"
"OTU1300","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinobacterium","FR684349.1.1497"
